Enriched.GO.IDs	Enriched.GO.names	Network.Region.name	ORF.ID	Gene.ID
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YNL081C	SWS2
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YEL050C	RML2
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YHR011W	DIA4
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YNL005C	MRP7
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YHL004W	MRP4
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tK(CUU)G3	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YNL177C	MRPL22
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tK(CUU)E2	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YNR045W	PET494
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDR347W	MRP1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YBR251W	MRPS5
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tE(UUC)Q	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YKL138C	MRPL31
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YLR067C	PET309
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YPR047W	MSF1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YKR085C	MRPL20
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YMR282C	AEP2
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tK(CUU)G2	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YGR220C	MRPL9
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YNL122C	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDR197W	CBS2
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YGR222W	PET54
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YMR257C	PET111
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YHR147C	MRPL6
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YHR075C	PPE1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YPL118W	MRP51
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tY(GUA)Q	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YKL003C	MRP17
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tI(GAU)Q	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDR268W	MSW1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YPL040C	ISM1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tH(GUG)Q	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tM(CAU)Q1	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDR296W	MHR1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YNR037C	RSM19
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tK(CUU)D2	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YMR158W	MRPS8
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tK(CUU)J	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YJL131C	AIM23
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDL045W-A	MRP10
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YLR382C	NAM2
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YGL129C	RSM23
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YBR185C	MBA1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YPL104W	MSD1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YBL080C	PET112
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tS(GCU)Q1	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tS(UGA)Q2	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDR116C	MRPL1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YLR439W	MRPL4
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDR322W	MRPL35
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tW(UCA)Q	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YOR150W	MRPL23
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YOL033W	MSE1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YCR003W	MRPL32
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YOR187W	TUF1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YOL114C	PTH4
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YMR188C	MRPS17
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tK(CUU)F	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YNR036C	MRPS12
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tQ(UUG)Q	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YCR024C	SLM5
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tG(UCC)Q	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tR(ACG)Q2	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tT(UGU)Q1	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YJR113C	RSM7
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tQ(CUG)M	CDC65
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tV(UAC)Q	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDR462W	MRPL28
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YBR121C	GRS1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	Q0140	VAR1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDL069C	CBS1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YPL173W	MRPL40
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tK(CUU)K	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tK(CUU)P	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YBR146W	MRPS9
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YMR286W	MRPL33
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tK(CUU)I	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YIL051C	MMF1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tA(UGC)Q	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YPR033C	HTS1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YPR166C	MRP2
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YPL183W-A	RTC6
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YJL063C	MRPL8
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YMR225C	MRPL44
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YNL252C	MRPL17
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YGR165W	MRPS35
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YIL070C	MAM33
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YOL027C	MDM38
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDR041W	RSM10
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YPL097W	MSY1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDR494W	RSM28
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tC(GCA)Q	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YCR046C	IMG1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YMR097C	MTG1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YFR049W	YMR31
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YLR139C	SLS1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YLR069C	MEF1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YML009C	MRPL39
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YKL194C	MST1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YJL096W	MRPL49
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YJL102W	MEF2
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YLR312W-A	MRPL15
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YNL137C	NAM9
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YJL062W-A	COA3
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YMR024W	MRPL3
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YGR084C	MRP13
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YOR158W	PET123
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	Q0158	21S_RRNA
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tL(UAA)Q	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YOR335C	ALA1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YKR006C	MRPL13
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YNL306W	MRPS18
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDR237W	MRPL7
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tK(CUU)E1	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YPL013C	MRPS16
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YGL143C	MRF1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tK(CUU)G1	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YPL005W	AEP3
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tN(GUU)Q	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tT(UAG)Q2	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDL202W	MRPL11
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tK(UUU)Q	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YKL170W	MRPL38
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDR337W	MRPS28
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YML129C	COX14
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YHR091C	MSR1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tK(CUU)M	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tF(GAA)Q	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YIL093C	RSM25
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YOL023W	IFM1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tK(CUU)C	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YNL185C	MRPL19
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YGL068W	MNP1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YKL155C	RSM22
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tP(UGG)Q	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YNL073W	MSK1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YBL090W	MRP21
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YPR100W	MRPL51
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YGR076C	MRPL25
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YGR215W	RSM27
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tR(UCU)Q1	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDR115W	MRX14
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YLR203C	MSS51
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	Q0020	15S_RRNA
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YBL038W	MRPL16
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tK(CUU)D1	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YBR122C	MRPL36
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YBR120C	CBP6
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YHR189W	PTH1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tD(GUC)Q	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YPL215W	CBP3
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDR350C	ATP22
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	tM(CAU)Q2	
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YDR405W	MRP20
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YER050C	RSM18
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YBR268W	MRPL37
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YKL167C	MRP49
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YCR071C	IMG2
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YHR038W	RRF1
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YML025C	YML6
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YNL284C	MRPL10
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YMR193W	MRPL24
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YNR022C	MRPL50
GO:0032543	mitochondrial translation	Respiration, oxidative phosphorylation, mitochondrial targeting	YER153C	PET122
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDR256C	CTA1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YPR093C	ASR1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YPR094W	RDS3
GO:0042221	response to chemical	Cell polarity & morphogenesis	YJR131W	MNS1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YPR199C	ARR1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YBR244W	GPX2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YHR008C	SOD2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YML013W	UBX2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YNL335W	DDI3
GO:0042221	response to chemical	Cell polarity & morphogenesis	YIR011C	STS1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YOR212W	STE4
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDL166C	FAP7
GO:0042221	response to chemical	Cell polarity & morphogenesis	YCL035C	GRX1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YEL009C	GCN4
GO:0042221	response to chemical	Cell polarity & morphogenesis	YLR452C	SST2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YGR212W	SLI1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YPL075W	GCR1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YPL096W	PNG1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YGL089C	MF(ALPHA)2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YNL239W	LAP3
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDR368W	YPR1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YIL122W	POG1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDR411C	DFM1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDR480W	DIG2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YKL073W	LHS1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDR043C	NRG1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YLL043W	FPS1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YML029W	USA1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YNL145W	MFA2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YAL015C	NTG1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YPR200C	ARR2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YOR363C	PIP2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YGL237C	HAP2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YFL025C	BST1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDL095W	PMT1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDL194W	SNF3
GO:0042221	response to chemical	Cell polarity & morphogenesis	YOR120W	GCY1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YGR184C	UBR1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YKR031C	SPO14
GO:0042221	response to chemical	Cell polarity & morphogenesis	YBR040W	FIG1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDR443C	SSN2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YPL002C	SNF8
GO:0042221	response to chemical	Cell polarity & morphogenesis	YFR008W	FAR7
GO:0042221	response to chemical	Cell polarity & morphogenesis	YPR131C	NAT3
GO:0042221	response to chemical	Cell polarity & morphogenesis	YOL013C	HRD1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YER166W	DNF1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YFR029W	PTR3
GO:0042221	response to chemical	Cell polarity & morphogenesis	YOR028C	CIN5
GO:0042221	response to chemical	Cell polarity & morphogenesis	YLR378C	SEC61
GO:0042221	response to chemical	Cell polarity & morphogenesis	YOL052C-A	DDR2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YGR116W	SPT6
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDR461W	MFA1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YHL035C	VMR1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YPL202C	AFT2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YMR058W	FET3
GO:0042221	response to chemical	Cell polarity & morphogenesis	YLR040C	AFB1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YOL164W	BDS1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YHR106W	TRR2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YLR248W	RCK2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YMR162C	DNF3
GO:0042221	response to chemical	Cell polarity & morphogenesis	YPL049C	DIG1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDR135C	YCF1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YLR350W	ORM2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDR103W	STE5
GO:0042221	response to chemical	Cell polarity & morphogenesis	YJL095W	BCK1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YIR033W	MGA2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YLR256W	HAP1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YLR097C	HRT3
GO:0042221	response to chemical	Cell polarity & morphogenesis	YCR083W	TRX3
GO:0042221	response to chemical	Cell polarity & morphogenesis	YLR299W	ECM38
GO:0042221	response to chemical	Cell polarity & morphogenesis	YPL084W	BRO1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YOR328W	PDR10
GO:0042221	response to chemical	Cell polarity & morphogenesis	YJR143C	PMT4
GO:0042221	response to chemical	Cell polarity & morphogenesis	YEL037C	RAD23
GO:0042221	response to chemical	Cell polarity & morphogenesis	YNL201C	PSY2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDL126C	CDC48
GO:0042221	response to chemical	Cell polarity & morphogenesis	YMR029C	FAR8
GO:0042221	response to chemical	Cell polarity & morphogenesis	YGR029W	ERV1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDL214C	PRR2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YHR053C	CUP1-1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YCL032W	STE50
GO:0042221	response to chemical	Cell polarity & morphogenesis	YJL144W	
GO:0042221	response to chemical	Cell polarity & morphogenesis	YFR022W	ROG3
GO:0042221	response to chemical	Cell polarity & morphogenesis	YMR280C	CAT8
GO:0042221	response to chemical	Cell polarity & morphogenesis	YMR232W	FUS2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YNL229C	URE2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YGL141W	HUL5
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDR183W	PLP1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YBR020W	GAL1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDL216C	RRI1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YNR074C	AIF1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDL006W	PTC1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YOL117W	RRI2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YER089C	PTC2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YLR024C	UBR2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YGL220W	BOL2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YCL058W-A	ADF1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YOR127W	RGA1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YJL055W	
GO:0042221	response to chemical	Cell polarity & morphogenesis	YMR116C	ASC1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YML070W	DAK1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YKR071C	DRE2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YCL043C	PDI1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YOR304W	ISW2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YKL056C	TMA19
GO:0042221	response to chemical	Cell polarity & morphogenesis	YLR361C	DCR2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YBR043C	QDR3
GO:0042221	response to chemical	Cell polarity & morphogenesis	YGR043C	NQM1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YMR184W	ADD37
GO:0042221	response to chemical	Cell polarity & morphogenesis	YBL024W	NCL1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDL035C	GPR1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YER174C	GRX4
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDR161W	ACL4
GO:0042221	response to chemical	Cell polarity & morphogenesis	YHL020C	OPI1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YIL036W	CST6
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDR264C	AKR1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YFL038C	YPT1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YNR032C-A	HUB1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YPL163C	SVS1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YAR050W	FLO1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YMR039C	SUB1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YHR135C	YCK1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YNL190W	
GO:0042221	response to chemical	Cell polarity & morphogenesis	YIL046W	MET30
GO:0042221	response to chemical	Cell polarity & morphogenesis	YML086C	ALO1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YNL007C	SIS1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDL100C	GET3
GO:0042221	response to chemical	Cell polarity & morphogenesis	YNL259C	ATX1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YCL047C	POF1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YPR009W	SUT2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YNL305C	BXI1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YGR088W	CTT1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YDR160W	SSY1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YPL270W	MDL2
GO:0042221	response to chemical	Cell polarity & morphogenesis	YNL036W	NCE103
GO:0042221	response to chemical	Cell polarity & morphogenesis	YNL127W	FAR11
GO:0042221	response to chemical	Cell polarity & morphogenesis	YLR313C	SPH1
GO:0042221	response to chemical	Cell polarity & morphogenesis	YNL103W	MET4
